track_name,artist_name,valence_%,energy_%,danceability_%,acousticness_%,instrumentalness_%,cover_url,mood
Static,Steve Lacy,0.22,0.31,0.34,0.43,0.63,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,sad
The Scientist,Coldplay,0.21,0.44,0.56,0.73,0.0,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,neutral
Sparks,Coldplay,0.17,0.27,0.37,0.75,0.05,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,sad
Talk,YEAT,0.26,0.76,0.7,0.08,0.0,https://i.scdn.co/image/ab67616d0000b2737aee5b36a3a60ca926bc429b,angry
XQ Te Pones Asï¿,"Yandel, Feid",0.48,0.7,0.81,0.13,0.0,Not Found,neutral
Selfish,PnB Rock,0.04,0.6,0.64,0.11,0.0,https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300,neutral
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",0.75,0.85,0.82,0.33,0.01,Not Found,happy
Lady Mi Amor,Feid,0.75,0.62,0.78,0.06,0.0,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3,neutral
Poland,Lil Yachty,0.26,0.56,0.7,0.14,0.83,https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011,neutral
THE LONELIEST,Mï¿½ï¿½ne,0.24,0.6,0.52,0.0,0.0,Not Found,neutral
Bye Bye,"Marshmello, Juice WRLD",0.24,0.53,0.65,0.06,0.0,https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5,neutral
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",0.43,0.75,0.84,0.05,0.0,Not Found,angry
Nxde,(G)I-DLE,0.65,0.91,0.73,0.04,0.0,https://i.scdn.co/image/ab67616d0000b273ac815bdd584468a7aa0216e1,neutral
Miss You,Southstar,0.24,0.58,0.66,0.17,0.0,https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a,neutral
we fell in love in october,girl in red,0.24,0.37,0.57,0.11,0.18,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a,sad
2 Be Loved (Am I Ready),Lizzo,0.92,0.77,0.72,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675,happy
Celestial,Ed Sheeran,0.5,0.85,0.57,0.05,0.0,https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267,neutral
Typa Girl,BLACKPINK,0.53,0.62,0.92,0.07,0.0,https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738,neutral
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",0.13,0.74,0.49,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,angry
California Breeze,Lil Baby,0.22,0.67,0.74,0.0,0.0,https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695,neutral
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",0.82,0.81,0.8,0.14,0.0,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32,happy
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",0.62,0.6,0.59,0.12,0.0,Not Found,neutral
Major Distribution,"Drake, 21 Savage",0.23,0.55,0.91,0.01,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",0.45,0.63,0.75,0.06,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
Vigilante Shit,Taylor Swift,0.16,0.28,0.8,0.17,0.0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,sad
Question...?,Taylor Swift,0.11,0.5,0.75,0.2,0.0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,neutral
On BS,"Drake, 21 Savage",0.33,0.36,0.84,0.02,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,sad
Mastermind,Taylor Swift,0.12,0.35,0.66,0.55,0.0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,sad
Circo Loco,"Drake, 21 Savage",0.25,0.61,0.73,0.01,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
Labyrinth,Taylor Swift,0.15,0.31,0.48,0.8,0.22,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,sad
Spin Bout U,"Drake, 21 Savage",0.2,0.7,0.77,0.01,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
Sweet Nothing,Taylor Swift,0.39,0.16,0.34,0.97,0.0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,sad
"Would've, Could've, Should've",Taylor Swift,0.55,0.84,0.48,0.43,0.0,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,neutral
Con La Brisa,"Ludwig Goransson, Foudeqush",0.25,0.44,0.62,0.51,0.33,Not Found,neutral
Privileged Rappers,"Drake, 21 Savage",0.62,0.61,0.93,0.0,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
The Astronaut,Jin,0.22,0.76,0.54,0.0,0.0,https://i.scdn.co/image/ab67616d0000b27343aaff780ea621da5ce4eb0a,angry
BackOutsideBoyz,Drake,0.4,0.43,0.85,0.04,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
Broke Boys,"Drake, 21 Savage",0.11,0.53,0.64,0.01,0.0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,neutral
The Great War,Taylor Swift,0.55,0.74,0.57,0.22,0.0,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,neutral
My Mind & Me,Selena Gomez,0.24,0.39,0.6,0.57,0.0,https://i.scdn.co/image/ab67616d0000b2730f5397dc6aa91374897182e0,sad
Bigger Than The Whole Sky,Taylor Swift,0.07,0.24,0.42,0.83,0.01,https://i.scdn.co/image/ab67616d0000b273e0b60c608586d88252b8fbc0,sad
A Veces (feat. Feid),"Feid, Paulo Londra",0.81,0.67,0.8,0.04,0.0,Not Found,neutral
En La De Ella,"Feid, Sech, Jhayco",0.67,0.77,0.82,0.08,0.0,Not Found,neutral
Alone,Burna Boy,0.32,0.67,0.61,0.15,0.0,https://i.scdn.co/image/ab67616d0000b273992a1f56ac5382848277cff2,neutral
