track_name,artist_name,valence_%,energy_%,danceability_%,acousticness_%,instrumentalness_%,cover_url,mood
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",0.59,0.76,0.72,0.24,0.0,https://i.scdn.co/image/ab67616d0000b273fc915b69600dce2991a61f13,neutral
Revenge,XXXTENTACION,0.18,0.25,0.75,0.78,0.0,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,sad
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",0.72,0.95,0.65,0.31,0.0,https://i.scdn.co/image/ab67616d0000b2736ccbcc3358d31dcba6e7c035,happy
LA CANCIï¿½,"J Balvin, Bad Bunny",0.43,0.65,0.75,0.15,0.0,Not Found,neutral
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",0.88,0.57,0.73,0.56,0.0,Not Found,neutral
Love Again,The Kid Laroi,0.47,0.4,0.66,0.72,0.0,https://i.scdn.co/image/ab67616d0000b273a53643fc03785efb9926443d,neutral
After Hours,The Weeknd,0.16,0.57,0.66,0.1,0.01,https://i.scdn.co/image/ab67616d0000b27360884bc925e0ca47e8006996,neutral
About Damn Time,Lizzo,0.72,0.74,0.84,0.1,0.0,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,happy
Born With A Beer In My Hand,Morgan Wallen,0.61,0.81,0.53,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9,neutral
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,0.52,0.76,0.6,0.17,0.0,Not Found,neutral
Besos Moja2,"Wisin & Yandel, ROSALï¿½",0.64,0.73,0.74,0.06,0.0,https://i.scdn.co/image/ab67616d0000b2739f05bb270f81880fd844aae8,neutral
Maan Meri Jaan,King,0.4,0.51,0.7,0.35,0.0,https://i.scdn.co/image/ab67616d0000b27337f65266754703fd20d29854,neutral
Moscow Mule,Bad Bunny,0.29,0.67,0.8,0.29,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
My Universe,"Coldplay, BTS",0.42,0.68,0.58,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575,neutral
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,0.32,0.66,0.53,0.38,0.0,Not Found,neutral
LLYLM,ROSALï¿½,0.56,0.63,0.56,0.13,0.0,https://i.scdn.co/image/ab67616d0000b273b175e5feb05c6c28cc08ab62,neutral
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",0.84,0.9,0.7,0.17,0.0,Not Found,happy
TRUSTFALL,P!nk,0.25,0.89,0.64,0.0,0.0,https://i.scdn.co/image/ab67616d0000b27302f93e92bdd5b3793eb688c0,angry
ANTIFRAGILE,LE SSERAFIM,0.82,0.8,0.88,0.08,0.0,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be,happy
Boy's a liar,PinkPantheress,0.74,0.84,0.66,0.25,0.0,https://i.scdn.co/image/ab67616d0000b27342c5ba689b2e7cbc208a8fa7,happy
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",0.6,0.68,0.79,0.07,0.0,https://i.scdn.co/image/ab67616d0000b27346313223adf2b6d726388328,neutral
Shirt,SZA,0.55,0.45,0.82,0.15,0.03,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,0.17,0.3,0.25,0.9,0.0,https://i.scdn.co/image/ab67616d0000b273a790c56cff6e3463bf9935cb,sad
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,0.31,0.72,0.64,0.15,0.0,https://i.scdn.co/image/ab67616d0000b27304cd9a1664fb4539a55643fe,angry
"Sex, Drugs, Etc.",Beach Weather,0.47,0.84,0.57,0.01,0.01,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342,angry
Boy With Luv (feat. Halsey),"Halsey, BTS",0.8,0.86,0.65,0.09,0.0,Not Found,happy
"Hey, Mickey!",Baby Tate,0.73,0.51,0.92,0.55,0.0,https://i.scdn.co/image/ab67616d0000b2732571034f34b381958f8cc727,neutral
Calm Down,Rï¿½ï,0.82,0.78,0.81,0.38,0.0,Not Found,happy
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",0.62,0.74,0.82,0.1,0.0,Not Found,neutral
Escapism. - Sped Up,"RAYE, 070 Shake",0.38,0.77,0.44,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e,angry
Space Song,Beach House,0.62,0.79,0.51,0.22,0.13,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,neutral
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",0.34,0.88,0.71,0.16,0.0,Not Found,angry
Te Felicito,"Shakira, Rauw Alejandro",0.57,0.64,0.7,0.23,0.0,https://i.scdn.co/image/ab67616d0000b2739a9716c90ceeb1890921e44f,neutral
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",0.83,0.71,0.68,0.03,0.0,Not Found,happy
TV,Billie Eilish,0.09,0.25,0.41,0.84,0.01,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,sad
I'm Not The Only One,Sam Smith,0.5,0.49,0.68,0.56,0.0,Not Found,neutral
Heather,Conan Gray,0.25,0.43,0.47,0.62,0.0,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,neutral
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",0.65,0.8,0.77,0.06,0.0,Not Found,neutral
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",0.59,0.86,0.79,0.04,0.0,https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108,neutral
Sugar Rush Ride,TOMORROW X TOGETHER,0.83,0.89,0.71,0.01,0.0,https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d,happy
Pink Venom,BLACKPINK,0.71,0.69,0.8,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,neutral
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",0.34,0.64,0.46,0.31,0.0,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,neutral
Don't Start Now,Dua Lipa,0.68,0.79,0.79,0.01,0.0,https://i.scdn.co/image/ab67616d0000b27368cd91e1d8cbabf23d332041,neutral
After Dark,Mr.Kitty,0.04,0.6,0.58,0.07,0.41,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176,neutral
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",0.61,0.91,0.64,0.15,0.0,https://i.scdn.co/image/ab67616d0000b27319bb2fb697a42c1084d71f6c,neutral
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",0.89,0.7,0.74,0.02,0.0,Not Found,neutral
MIDDLE OF THE NIGHT,Elley Duhï¿,0.09,0.61,0.41,0.02,0.0,Not Found,neutral
Atlantis,Seafret,0.23,0.48,0.4,0.05,0.0,https://i.scdn.co/image/ab67616d0000b2738c33272a7c77042f5eb39d75,neutral
PUNTO 40,"Baby Rasta, Rauw Alejandro",0.2,0.83,0.87,0.0,0.04,Not Found,angry
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",0.52,0.52,0.87,0.31,0.0,https://i.scdn.co/image/ab67616d0000b273769f6572dfa10ee7827edbf2,neutral
How Do I Say Goodbye,Dean Lewis,0.39,0.64,0.4,0.21,0.0,https://i.scdn.co/image/ab67616d0000b273bfedccaca3c8425fdc0a7c73,neutral
Blind,SZA,0.6,0.28,0.46,0.91,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Die For You,Joji,0.15,0.52,0.47,0.38,0.13,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb,neutral
Doja,Central Cee,0.97,0.57,0.91,0.38,0.0,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa,neutral
Gatita,Bellakath,0.76,0.81,0.9,0.15,0.24,https://i.scdn.co/image/ab67616d0000b273070c919f062e9fbfc03ca16b,happy
Rumble,"Skrillex, Flowdan, Fred again..",0.06,0.84,0.81,0.05,0.23,https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc,angry
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",0.24,0.66,0.49,0.19,0.0,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2,neutral
Yonaguni,Bad Bunny,0.44,0.65,0.64,0.28,0.0,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,neutral
Super Freaky Girl,Nicki Minaj,0.91,0.89,0.95,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273c2b3ab9829aefad24fa2c1bc,happy
Running Up That Hill (A Deal With God),Kate Bush,0.2,0.55,0.63,0.72,0.0,https://i.scdn.co/image/ab67616d0000b273ad08f4b38efbff0c0da0f252,neutral
Dream On,Aerosmith,0.24,0.43,0.39,0.39,0.0,https://i.scdn.co/image/ab67616d0000b273bbf0146981704a073405b6c2,neutral
Limbo,Freddie Dredd,0.46,0.62,0.8,0.03,0.06,https://i.scdn.co/image/ab67616d0000b27369b381d574b329409bd806e6,neutral
Where Are You Now,"Lost Frequencies, Calum Scott",0.26,0.64,0.67,0.52,0.0,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,neutral
WORTH NOTHING,"Twisted, Oliver Tree",0.17,0.62,0.58,0.18,0.0,https://i.scdn.co/image/ab67616d0000b273f5e2ffd88f07e55f34c361c8,neutral
Bad Habits,Ed Sheeran,0.59,0.9,0.81,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,neutral
KICK BACK,Kenshi Yonezu,0.29,0.94,0.58,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273303d8545fce8302841c39859,angry
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,0.31,0.34,0.7,0.6,0.01,Not Found,sad
Good Days,SZA,0.53,0.78,0.46,0.23,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",0.92,0.83,0.7,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be,happy
Woman,Doja Cat,0.88,0.76,0.82,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,happy
Shut up My Moms Calling - (Sped Up),Hotel Ugly,0.36,0.47,0.65,0.31,0.0,https://i.scdn.co/image/ab67616d0000b2737437083c2521a8c077b9cfd7,neutral
Ferrari,"James Hype, Miggy Dela Rosa",0.7,0.69,0.84,0.01,0.0,https://i.scdn.co/image/ab67616d0000b2736cc861b5c9c7cdef61b010b4,neutral
"You're On Your Own, Kid",Taylor Swift,0.4,0.39,0.69,0.41,0.0,https://i.scdn.co/image/ab67616d0000b2737dca066ca62e4ebb583b8058,neutral
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",0.44,0.57,0.58,0.57,0.0,Not Found,neutral
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",0.49,0.8,0.65,0.22,0.04,Not Found,angry
Payphone,"Maroon 5, Wiz Khalifa",0.51,0.74,0.74,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,neutral
All I Want for Christmas Is You,Mariah Carey,0.33,0.63,0.34,0.16,0.0,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,neutral
Last Christmas,Wham!,0.88,0.65,0.74,0.28,0.0,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,neutral
Rockin' Around The Christmas Tree,Brenda Lee,0.85,0.41,0.7,0.71,0.0,https://i.scdn.co/image/ab67616d0000b2737845f74d6db14b400fa61cd3,relaxed
Jingle Bell Rock,Bobby Helms,0.78,0.37,0.74,0.84,0.0,https://i.scdn.co/image/ab67616d0000b273fd56f3c7a294f5cfe51c7b17,relaxed
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,0.38,0.23,0.35,0.91,0.0,Not Found,sad
Santa Tell Me,Ariana Grande,0.53,0.63,0.46,0.05,0.0,https://i.scdn.co/image/ab67616d0000b273fb704b7e832b40f08c14629c,neutral
It's the Most Wonderful Time of the Year,Andy Williams,0.76,0.6,0.24,0.77,0.0,https://i.scdn.co/image/ab67616d0000b27398073965947f92f1641b8356,neutral
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0.72,0.24,0.45,0.91,0.0,https://i.scdn.co/image/ab67616d0000b273e359bd02a639a4d01b8241ae,relaxed
Snowman,Sia,0.33,0.51,0.72,0.48,0.0,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8,neutral
Underneath the Tree,Kelly Clarkson,0.69,0.81,0.51,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7,neutral
Feliz Navidad,Josï¿½ï¿½ Felic,0.96,0.82,0.5,0.47,0.0,Not Found,happy
Holly Jolly Christmas,Michael Bublï¿,0.7,0.47,0.65,0.87,0.0,Not Found,relaxed
Mistletoe,Justin Bieber,0.88,0.54,0.67,0.51,0.0,https://i.scdn.co/image/ab67616d0000b273490aa128e07cd31504ae8f86,neutral
Sleigh Ride,The Ronettes,0.84,0.77,0.53,0.4,0.0,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,happy
Seek & Destroy,SZA,0.35,0.65,0.65,0.44,0.18,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Love Language,SZA,0.55,0.26,0.71,0.85,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",0.39,0.61,0.33,0.32,0.0,https://i.scdn.co/image/ab67616d0000b273c63204be472d8bb88c41051d,neutral
Used (feat. Don Toliver),"SZA, Don Toliver",0.71,0.69,0.73,0.53,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
A Holly Jolly Christmas - Single Version,Burl Ives,0.81,0.36,0.67,0.64,0.0,https://i.scdn.co/image/ab67616d0000b273b9b921f8a3b8f0b20f73cb98,relaxed
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,0.22,0.15,0.36,0.84,0.0,https://i.scdn.co/image/ab67616d0000b273e02cc6524dcecb6608fee0b3,sad
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,0.74,0.58,0.75,0.36,0.0,https://i.scdn.co/image/ab67616d0000b2733cef016d13d82873d45af84a,neutral
Do They Know It's Christmas? - 1984 Version,Band Aid,0.23,0.57,0.6,0.0,0.02,https://i.scdn.co/image/ab67616d0000b273d549b09f0264901929eaa6e8,neutral
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",0.59,0.43,0.62,0.84,0.03,Not Found,neutral
Special,SZA,0.19,0.2,0.6,0.78,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,sad
Merry Christmas Everyone,Shakin' Stevens,0.91,0.87,0.72,0.14,0.0,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb,happy
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",0.86,0.32,0.6,0.88,0.0,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc,relaxed
SOS,SZA,0.51,0.66,0.51,0.67,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Open Arms (feat. Travis Scott),"SZA, Travis Scott",0.22,0.59,0.67,0.76,0.01,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",0.19,0.25,0.23,0.91,0.0,https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4,sad
Driving Home for Christmas - 2019 Remaster,Chris Rea,0.87,0.58,0.51,0.36,0.0,https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a,neutral
Christmas (Baby Please Come Home),Darlene Love,0.35,0.76,0.34,0.39,0.0,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,angry
Gone Girl,SZA,0.42,0.44,0.43,0.57,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
F2F,SZA,0.47,0.74,0.53,0.09,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,angry
Notice Me,SZA,0.78,0.68,0.72,0.28,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Merry Christmas,"Ed Sheeran, Elton John",0.6,0.94,0.59,0.24,0.0,https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a,neutral
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",0.72,0.32,0.73,0.77,0.0,Not Found,relaxed
My Only Wish (This Year),Britney Spears,0.69,0.72,0.67,0.17,0.0,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566,neutral
Antidepresan,"Mabel Matiz, Mert Demir",0.92,0.59,0.7,0.03,0.0,Not Found,neutral
Wild Flower (with youjeen),RM,0.42,0.77,0.49,0.03,0.0,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175,angry
I Hate U,SZA,0.41,0.39,0.54,0.51,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",0.15,0.54,0.8,0.09,0.0,Not Found,neutral
SPIT IN MY FACE!,ThxSoMch,0.57,0.57,0.7,0.09,0.2,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,neutral
Deck The Hall - Remastered 1999,Nat King Cole,0.96,0.36,0.69,0.81,0.0,https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9,relaxed
Smoking on my Ex Pack,SZA,0.33,0.68,0.47,0.24,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Conceited,SZA,0.77,0.46,0.79,0.05,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,relaxed
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",0.19,0.32,0.66,0.69,0.0,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,sad
Maroon,Taylor Swift,0.04,0.4,0.64,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,neutral
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",0.48,0.74,0.89,0.3,0.0,Not Found,angry
Bejeweled,Taylor Swift,0.39,0.56,0.7,0.06,0.0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,neutral
Tarot,"Bad Bunny, Jhay Cortez",0.42,0.68,0.8,0.02,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,neutral
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",0.93,0.88,0.63,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,happy
Desesperados,"Chencho Corleone, Rauw Alejandro",0.51,0.69,0.87,0.36,0.0,Not Found,neutral
Too Late,SZA,0.35,0.68,0.45,0.78,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
Party,"Bad Bunny, Rauw Alejandro",0.47,0.8,0.83,0.02,0.0,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,angry
Run Rudolph Run - Single Version,Chuck Berry,0.94,0.71,0.69,0.79,0.0,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,happy
Jingle Bells - Remastered 1999,Frank Sinatra,0.94,0.34,0.51,0.73,0.0,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,relaxed
Far,SZA,0.48,0.55,0.61,0.67,0.0,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,neutral
On Time (with John Legend),"John Legend, Metro Boomin",0.51,0.59,0.33,0.76,0.0,Not Found,neutral
GATï¿½ï¿½,"Maldy, Karol G",0.34,0.86,0.63,0.26,0.0,Not Found,angry
ýýýabcdefu,Gayle,0.42,0.54,0.7,0.3,0.0,Not Found,neutral
Sacrifice,The Weeknd,0.91,0.79,0.7,0.03,0.0,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,happy
Is There Someone Else?,The Weeknd,0.6,0.58,0.7,0.04,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",0.45,0.47,0.6,0.62,0.0,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,neutral
Out of Time,The Weeknd,0.82,0.74,0.65,0.27,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,happy
Do It To It,"Cherish, ACRAZE",0.64,0.81,0.85,0.02,0.05,Not Found,neutral
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",0.83,0.45,0.58,0.36,0.0,Not Found,relaxed
Pepas,Farruko,0.44,0.77,0.76,0.01,0.0,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,angry
How Do I Make You Love Me?,The Weeknd,0.62,0.51,0.8,0.02,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Gasoline,The Weeknd,0.35,0.73,0.74,0.0,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,angry
Infinity,Jaymes Young,0.5,0.67,0.67,0.15,0.0,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,neutral
Less Than Zero,The Weeknd,0.5,0.79,0.53,0.0,0.0,https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6,neutral
Take My Breath,The Weeknd,0.35,0.77,0.7,0.01,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,angry
good 4 u,Olivia Rodrigo,0.68,0.66,0.56,0.28,0.0,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,neutral
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",0.27,0.64,0.41,0.36,0.0,Not Found,neutral
Best Friends,The Weeknd,0.49,0.59,0.49,0.44,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Kiss Me More (feat. SZA),"SZA, Doja Cat",0.74,0.66,0.77,0.3,0.0,Not Found,neutral
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",0.85,0.84,0.75,0.1,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,happy
Need To Know,Doja Cat,0.19,0.61,0.66,0.3,0.0,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,neutral
MONTERO (Call Me By Your Name),Lil Nas X,0.76,0.51,0.61,0.3,0.0,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,neutral
love nwantiti (ah ah ah),Ckay,0.53,0.73,0.74,0.61,0.0,https://i.scdn.co/image/ab67616d0000b273405fdad252857e01dbced96a,neutral
Dawn FM,The Weeknd,0.1,0.49,0.27,0.62,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
Surface Pressure,Jessica Darrow,0.37,0.58,0.65,0.02,0.0,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,neutral
Starry Eyes,The Weeknd,0.13,0.41,0.28,0.5,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
THATS WHAT I WANT,Lil Nas X,0.55,0.85,0.74,0.01,0.0,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd,neutral
One Right Now (with The Weeknd),"The Weeknd, Post Malone",0.72,0.78,0.68,0.04,0.0,Not Found,happy
Beggin,Mï¿½ï¿½ne,0.59,0.8,0.71,0.13,0.0,Not Found,neutral
Mon Amour - Remix,"Aitana, zzoilo",0.36,0.76,0.75,0.12,0.0,Not Found,angry
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",0.14,0.7,0.64,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273abe9c2b5f03653d6b87696e6,neutral
MONEY,Lisa,0.4,0.55,0.83,0.16,0.0,https://i.scdn.co/image/ab67616d0000b273330f11fb125bb80b760f9e19,neutral
The Motto,"Tiï¿½ï¿½sto, Ava",0.46,0.76,0.75,0.03,0.0,Not Found,angry
Happier Than Ever,Billie Eilish,0.31,0.24,0.31,0.76,0.0,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,sad
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",0.16,0.67,0.56,0.0,0.0,Not Found,neutral
traitor,"Juan Cruz Toledo, Huilen Toledo",0.12,0.33,0.29,0.68,0.0,Not Found,sad
Toxic,BoyWithUke,0.69,0.61,0.59,0.84,0.0,https://i.scdn.co/image/ab67616d0000b273ee07023115f822012390d2a0,neutral
drivers license,Olivia Rodrigo,0.21,0.43,0.59,0.76,0.0,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,neutral
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",0.52,0.61,0.82,0.38,0.0,Not Found,neutral
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,0.21,0.52,0.63,0.28,0.0,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,neutral
Donï¿½ï¿½ï¿½t Break My,The Weeknd,0.25,0.62,0.77,0.34,0.0,Not Found,neutral
Oh My God,Adele,0.55,0.73,0.53,0.09,0.0,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7,neutral
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",0.61,0.44,0.7,0.4,0.0,Not Found,relaxed
A Tale By Quincy,The Weeknd,0.55,0.5,0.46,0.71,0.0,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,neutral
I AM WOMAN,Emmy Meli,0.46,0.47,0.65,0.12,0.0,https://i.scdn.co/image/ab67616d0000b273d4e10cba96b669683d0f8069,neutral
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",0.79,0.7,0.79,0.57,0.0,Not Found,neutral
It'll Be Okay,Shawn Mendes,0.07,0.29,0.4,0.62,0.0,Not Found,sad
